Text,WER,DNSMOS,MCD,PESQ,STOI,Recognized Text,Audio File,Reference Audio File
"It was a bright cold day in April, and the clocks were striking thirteen.",0.14285714285714285,3.8626031071194276,90.82085233372382,1.0907965898513794,0.30826162414990377,"it was a bright, cold day in april, and the clocks were striking 13.",generated_audio/jenny_audio_1.wav,reference_audio/jenny_reference_1.wav
'I wonder if I shall ever be happy enough to have real lace on my clothes and bows on my caps?',0.09523809523809523,3.7131238424622546,75.76858574111718,1.1548407077789307,0.15392340166708604,i wonder if i shall ever be happy enough to have real lace on my clothes and bows on my caps.,generated_audio/jenny_audio_2.wav,reference_audio/jenny_reference_2.wav
said Meg impatiently.,0.0,3.4860793940490873,73.39697619845231,1.1288882493972778,0.43966159826451695,said meg impatiently.,generated_audio/jenny_audio_3.wav,reference_audio/jenny_reference_3.wav
"'You said the other day that you'd be perfectly happy if you could only go to Annie Moffat's,' observed Beth in her quiet way.",0.08333333333333333,3.7292302052240345,72.58180879309835,1.948935627937317,0.1991461970339927,"you said the other day that you'd be perfectly happy if you could only go to annie moffat's, observed beth in her quiet way.",generated_audio/jenny_audio_4.wav,reference_audio/jenny_reference_4.wav
"Well, I am happy, and I won't fret, but it does seem as if the more one gets the more one wants, doesn't it?",0.041666666666666664,3.8512661240962336,70.08070702931322,1.6191329956054688,0.20705847729323418,"well, i am happy and i won't fret, but it does seem as if the more one gets the more one wants, doesn't it?",generated_audio/jenny_audio_5.wav,reference_audio/jenny_reference_5.wav
"The next day was fine, and Meg departed in style for a fortnight of novelty and pleasure.",0.058823529411764705,3.9385043609736714,69.9372643638223,1.2577502727508545,0.11839673029089402,the next day was fine and meg departed in style for a fortnight of novelty and pleasure.,generated_audio/jenny_audio_6.wav,reference_audio/jenny_reference_6.wav
"Mrs. March had consented to the visit rather reluctantly, fearing that Margaret would come back more discontented than she went.",0.0,3.954935925651667,78.99590712832513,1.117435336112976,0.1783141367249526,"mrs. march had consented to the visit rather reluctantly, fearing that margaret would come back more discontented than she went.",generated_audio/jenny_audio_7.wav,reference_audio/jenny_reference_7.wav
"The Moffats were very fashionable, and simple Meg was rather daunted, at first, by the splendor of the house and the elegance of its occupants.",0.16,3.830429027140064,92.32758802054576,1.7274253368377686,0.13677961842330813,the moffat's were very fashionable and simple meg was rather daunted at first by the splendor of the house and the elegance of its occupants.,generated_audio/jenny_audio_8.wav,reference_audio/jenny_reference_8.wav
"But they were kindly people, in spite of the frivolous life they led, and soon put their guest at her ease.",0.0,3.811498121479392,74.3533579732081,1.1127617359161377,0.33707662404460953,"but they were kindly people, in spite of the frivolous life they led, and soon put their guest at her ease.",generated_audio/jenny_audio_9.wav,reference_audio/jenny_reference_9.wav
"It certainly was agreeable to fare sumptuously, drive in a fine carriage, wear her best frock every day, and do nothing but enjoy herself.",0.08333333333333333,3.858979718612666,68.04249795090603,1.0348057746887207,0.15207087488652293,"it certainly was agreeable to fair sumptuously drive in a fine carriage, wear her best frock every day, and do nothing but enjoy herself.",generated_audio/jenny_audio_10.wav,reference_audio/jenny_reference_10.wav
"The more she saw of Annie Moffat's pretty things, the more she envied her and sighed to be rich.",0.0,3.90354034248088,62.16384536730133,2.2954206466674805,0.1444582363223754,"the more she saw of annie moffat's pretty things, the more she envied her and sighed to be rich.",generated_audio/jenny_audio_11.wav,reference_audio/jenny_reference_11.wav
So the chances were he was a foreigner.,0.0,3.7795104952611487,167.08778247805657,1.0361641645431519,0.03957264869750149,so the chances were he was a foreigner.,generated_audio/jenny_audio_12.wav,reference_audio/jenny_reference_12.wav
"Home now looked bare and dismal as she thought of it, work grew harder than ever, and she felt that she was a very destitute and much-injured girl, in spite of the new gloves and silk stockings.",0.02702702702702703,3.8780694697229627,79.69180489060278,1.1501036882400513,0.18684540246538153,"home now looked bare and dismal as she thought of it. work grew harder than ever, and she felt that she was a very destitute and much-injured girl, in spite of the new gloves and silk stockings.",generated_audio/jenny_audio_13.wav,reference_audio/jenny_reference_13.wav
"She had not much time for repining, however, for the three young girls were busily employed in 'having a good time'.",0.09523809523809523,3.893704923500962,95.20129969310128,1.0577561855316162,0.22939330583937909,"she had not much time for repining, however, for the three young girls were busily employed in having a good time.",generated_audio/jenny_audio_14.wav,reference_audio/jenny_reference_14.wav
